"","type","count","length","lang","relative_frequency","random_baseline","min_baseline"
"473","경제적",1,3,"Korean",0.000864304235090752,4,4
"474","문화적",1,3,"Korean",0.000864304235090752,3,4
"475","권리들을",1,4,"Korean",0.000864304235090752,5,4
"476","실현할",1,3,"Korean",0.000864304235090752,3,4
"477","일",1,1,"Korean",0.000864304235090752,4,4
"478","직업의",1,3,"Korean",0.000864304235090752,4,4
"479","선택",1,2,"Korean",0.000864304235090752,6,4
"480","노동",1,2,"Korean",0.000864304235090752,2,4
"481","조건",1,2,"Korean",0.000864304235090752,2,4
"482","실업에",1,3,"Korean",0.000864304235090752,6,4
"483","보호의",1,3,"Korean",0.000864304235090752,3,4
"484","아무런",1,3,"Korean",0.000864304235090752,3,4
"485","차별없이",1,4,"Korean",0.000864304235090752,3,4
"486","노동에",1,3,"Korean",0.000864304235090752,6,4
"487","보수를",1,3,"Korean",0.000864304235090752,1,4
"488","노동을",1,3,"Korean",0.000864304235090752,2,4
"489","가족에게",1,4,"Korean",0.000864304235090752,2,4
"490","존엄에",1,3,"Korean",0.000864304235090752,3,4
"491","부합하는",1,4,"Korean",0.000864304235090752,3,4
"492","생존을",1,3,"Korean",0.000864304235090752,1,4
"493","보장하며",1,4,"Korean",0.000864304235090752,6,4
"494","사회보장방법으로",1,8,"Korean",0.000864304235090752,3,4
"495","보충되는",1,4,"Korean",0.000864304235090752,3,4
"496","보수에",1,3,"Korean",0.000864304235090752,2,4
"497","보호하기",1,4,"Korean",0.000864304235090752,4,4
"498","노동조합을",1,5,"Korean",0.000864304235090752,4,4
"499","결성하고",1,4,"Korean",0.000864304235090752,3,4
"500","가입할",1,3,"Korean",0.000864304235090752,2,4
"501","노동시간의",1,5,"Korean",0.000864304235090752,1,4
"502","합리적",1,3,"Korean",0.000864304235090752,3,4
"503","제한과",1,3,"Korean",0.000864304235090752,4,4
"504","정기적인",1,4,"Korean",0.000864304235090752,4,4
"505","유급휴가를",1,5,"Korean",0.000864304235090752,3,4
"506","휴식과",1,3,"Korean",0.000864304235090752,3,4
"507","여가의",1,3,"Korean",0.000864304235090752,2,4
"508","의식주",1,3,"Korean",0.000864304235090752,5,4
"509","의료",1,2,"Korean",0.000864304235090752,3,4
"510","사회복지를",1,5,"Korean",0.000864304235090752,2,4
"511","가족의",1,3,"Korean",0.000864304235090752,2,4
"512","건강과",1,3,"Korean",0.000864304235090752,2,4
"513","안녕에",1,3,"Korean",0.000864304235090752,2,4
"514","적합한",1,3,"Korean",0.000864304235090752,4,4
"515","실업",1,2,"Korean",0.000864304235090752,3,4
"516","질병",1,2,"Korean",0.000864304235090752,3,4
"517","장애",1,2,"Korean",0.000864304235090752,3,4
"518","배우자",1,3,"Korean",0.000864304235090752,3,4
"519","사망",1,2,"Korean",0.000864304235090752,5,4
"520","노령",1,2,"Korean",0.000864304235090752,2,4
"521","기타",1,2,"Korean",0.000864304235090752,3,4
"522","불가항력의",1,5,"Korean",0.000864304235090752,3,4
"523","상황으로",1,4,"Korean",0.000864304235090752,5,4
"524","인한",1,2,"Korean",0.000864304235090752,3,4
"525","생계",1,2,"Korean",0.000864304235090752,3,4
"526","결핍의",1,3,"Korean",0.000864304235090752,4,4
"527","보장을",1,3,"Korean",0.000864304235090752,4,4
"528","어머니와",1,4,"Korean",0.000864304235090752,5,4
"529","특별한",1,3,"Korean",0.000864304235090752,3,4
"530","보호와",1,3,"Korean",0.000864304235090752,5,4
"531","지원을",1,3,"Korean",0.000864304235090752,3,4
"532","적서에",1,3,"Korean",0.000864304235090752,4,4
"533","누린다",1,3,"Korean",0.000864304235090752,1,4
"534","최소한",1,3,"Korean",0.000864304235090752,4,4
"535","초등",1,2,"Korean",0.000864304235090752,4,4
"536","기초단계에서는",1,7,"Korean",0.000864304235090752,4,4
"537","무상이어야",1,5,"Korean",0.000864304235090752,4,4
"538","초등교육은",1,5,"Korean",0.000864304235090752,3,4
"539","의무적이어야",1,6,"Korean",0.000864304235090752,3,4
"540","기술",1,2,"Korean",0.000864304235090752,1,4
"541","직업교육은",1,5,"Korean",0.000864304235090752,3,4
"542","일반적으로",1,5,"Korean",0.000864304235090752,3,4
"543","접근이",1,3,"Korean",0.000864304235090752,2,4
"544","하며",1,2,"Korean",0.000864304235090752,5,4
"545","고등교육은",1,5,"Korean",0.000864304235090752,3,4
"546","사람에게",1,4,"Korean",0.000864304235090752,2,4
"547","실력에",1,3,"Korean",0.000864304235090752,3,4
"548","동등하게",1,4,"Korean",0.000864304235090752,2,5
"549","접근",1,2,"Korean",0.000864304235090752,4,5
"550","존중의",1,3,"Korean",0.000864304235090752,4,5
"551","강화를",1,3,"Korean",0.000864304235090752,2,5
"552","목표로",1,3,"Korean",0.000864304235090752,3,5
"553","집단간에",1,4,"Korean",0.000864304235090752,3,5
"554","이해",1,2,"Korean",0.000864304235090752,3,5
"555","관용",1,2,"Korean",0.000864304235090752,3,5
"556","우의를",1,3,"Korean",0.000864304235090752,4,5
"557","증진하며",1,4,"Korean",0.000864304235090752,2,5
"558","유지를",1,3,"Korean",0.000864304235090752,4,5
"559","활동을",1,3,"Korean",0.000864304235090752,1,5
"560","촉진하여야",1,5,"Korean",0.000864304235090752,3,5
"561","부모는",1,3,"Korean",0.000864304235090752,4,5
"562","자녀에게",1,4,"Korean",0.000864304235090752,3,5
"563","제공되는",1,4,"Korean",0.000864304235090752,4,5
"564","교육의",1,3,"Korean",0.000864304235090752,3,5
"565","종류를",1,3,"Korean",0.000864304235090752,3,5
"566","선택할",1,3,"Korean",0.000864304235090752,3,5
"567","우선권을",1,4,"Korean",0.000864304235090752,3,5
"568","공동체의",1,4,"Korean",0.000864304235090752,4,5
"569","문화생활에",1,5,"Korean",0.000864304235090752,2,5
"570","자유롭게",1,4,"Korean",0.000864304235090752,3,5
"571","참여하며",1,4,"Korean",0.000864304235090752,4,5
"572","예술을",1,3,"Korean",0.000864304235090752,5,5
"573","향유하고",1,4,"Korean",0.000864304235090752,3,5
"574","과학의",1,3,"Korean",0.000864304235090752,3,5
"575","혜택을",1,3,"Korean",0.000864304235090752,3,5
"576","공유할",1,3,"Korean",0.000864304235090752,2,5
"577","자신이",1,3,"Korean",0.000864304235090752,3,5
"578","창작한",1,3,"Korean",0.000864304235090752,5,5
"579","과학적",1,3,"Korean",0.000864304235090752,4,5
"580","문학적",1,3,"Korean",0.000864304235090752,3,5
"581","예술적",1,3,"Korean",0.000864304235090752,3,5
"582","산물로부터",1,5,"Korean",0.000864304235090752,2,5
"583","발생하는",1,4,"Korean",0.000864304235090752,4,5
"584","정신적",1,3,"Korean",0.000864304235090752,3,5
"585","물질",1,2,"Korean",0.000864304235090752,3,5
"586","적",1,1,"Korean",0.000864304235090752,1,5
"587","보호받을",1,4,"Korean",0.000864304235090752,3,5
"588","실현될",1,3,"Korean",0.000864304235090752,3,5
"589","있도록",1,3,"Korean",0.000864304235090752,4,5
"590","질서에",1,3,"Korean",0.000864304235090752,4,5
"591","안에서만",1,4,"Korean",0.000864304235090752,4,5
"592","인격이",1,3,"Korean",0.000864304235090752,5,5
"593","완전하게",1,4,"Korean",0.000864304235090752,2,5
"594","발전할",1,3,"Korean",0.000864304235090752,3,5
"595","공동체에",1,4,"Korean",0.000864304235090752,5,5
"596","의무를",1,3,"Korean",0.000864304235090752,3,5
"597","행사함에",1,4,"Korean",0.000864304235090752,2,5
"598","사람의",1,3,"Korean",0.000864304235090752,2,5
"599","당연히",1,3,"Korean",0.000864304235090752,2,5
"600","인정하고",1,4,"Korean",0.000864304235090752,2,5
"601","존중하도록",1,5,"Korean",0.000864304235090752,2,5
"602","민주사회의",1,5,"Korean",0.000864304235090752,2,5
"603","도덕",1,2,"Korean",0.000864304235090752,4,5
"604","공공질서",1,4,"Korean",0.000864304235090752,4,5
"605","일반적",1,3,"Korean",0.000864304235090752,4,5
"606","복리에",1,3,"Korean",0.000864304235090752,3,5
"607","정당한",1,3,"Korean",0.000864304235090752,3,5
"608","필요에",1,3,"Korean",0.000864304235090752,3,6
"609","부응하기",1,4,"Korean",0.000864304235090752,2,6
"610","목적을",1,3,"Korean",0.000864304235090752,3,6
"611","위해서만",1,4,"Korean",0.000864304235090752,4,6
"612","정하여진",1,4,"Korean",0.000864304235090752,3,6
"613","제한을",1,3,"Korean",0.000864304235090752,4,6
"614","받는다",1,3,"Korean",0.000864304235090752,3,6
"615","자유는",1,3,"Korean",0.000864304235090752,1,6
"616","경우에도",1,4,"Korean",0.000864304235090752,3,6
"617","위배되어",1,4,"Korean",0.000864304235090752,4,6
"618","행사되어서는",1,6,"Korean",0.000864304235090752,4,6
"619","선언의",1,3,"Korean",0.000864304235090752,3,6
"620","규정도",1,3,"Korean",0.000864304235090752,3,6
"621","집단",1,2,"Korean",0.000864304235090752,3,7
"622","개인에게",1,4,"Korean",0.000864304235090752,3,7
"623","파괴하기",1,4,"Korean",0.000864304235090752,2,7
"624","활동에",1,3,"Korean",0.000864304235090752,5,7
"625","가담하거나",1,5,"Korean",0.000864304235090752,3,7
"626","행위를",1,3,"Korean",0.000864304235090752,3,7
"627","것으로",1,3,"Korean",0.000864304235090752,4,8
"628","해석되어서는",1,6,"Korean",0.000864304235090752,2,8
