"","type","count","length","lang","relative_frequency","random_baseline","min_baseline"
"443","ingi",1,4,"Swahili",0.000561797752808989,10,8
"444","serikali",1,8,"Swahili",0.000561797752808989,5,8
"445","itajidhihirisha",1,15,"Swahili",0.000561797752808989,13,8
"446","kwenye",1,6,"Swahili",0.000561797752808989,8,8
"447","chaguzi",1,7,"Swahili",0.000561797752808989,5,8
"448","zinafanyika",1,11,"Swahili",0.000561797752808989,2,8
"449","itahakikisha",1,12,"Swahili",0.000561797752808989,5,8
"450","uchagazi",1,8,"Swahili",0.000561797752808989,9,8
"451","raia",1,4,"Swahili",0.000561797752808989,4,8
"452","uchumi",1,6,"Swahili",0.000561797752808989,5,9
"453","utam",1,4,"Swahili",0.000561797752808989,3,9
"454","aduni",1,5,"Swahili",0.000561797752808989,6,9
"455","ushirikiano",1,11,"Swahili",0.000561797752808989,7,9
"456","utarat",1,6,"Swahili",0.000561797752808989,1,9
"457","ibu",1,3,"Swahili",0.000561797752808989,4,9
"458","utajiri",1,7,"Swahili",0.000561797752808989,4,9
"459","kifungu",1,7,"Swahili",0.000561797752808989,5,9
"460","ch",1,2,"Swahili",0.000561797752808989,7,9
"461","aipendayo",1,9,"Swahili",0.000561797752808989,8,9
"462","yenye",1,5,"Swahili",0.000561797752808989,10,9
"463","masharti",1,8,"Swahili",0.000561797752808989,7,9
"464","mazuri",1,6,"Swahili",0.000561797752808989,10,9
"465","asikose",1,7,"Swahili",0.000561797752808989,7,9
"466","wenye",1,5,"Swahili",0.000561797752808989,4,9
"467","moja",1,4,"Swahili",0.000561797752808989,7,9
"468","mfanya",1,6,"Swahili",0.000561797752808989,5,9
"469","kufaa",1,5,"Swahili",0.000561797752808989,13,9
"470","unaopendeza",1,11,"Swahili",0.000561797752808989,10,9
"471","utakao",1,6,"Swahili",0.000561797752808989,5,9
"472","mwezesha",1,8,"Swahili",0.000561797752808989,3,9
"473","ahifadhiwe",1,10,"Swahili",0.000561797752808989,8,9
"474","ikiwa",1,5,"Swahili",0.000561797752808989,10,9
"475","kujiunga",1,8,"Swahili",0.000561797752808989,6,9
"476","wafanya",1,7,"Swahili",0.000561797752808989,4,9
"477","kupumzika",1,9,"Swahili",0.000561797752808989,8,9
"478","kiasi",1,5,"Swahili",0.000561797752808989,7,9
"479","saa",1,3,"Swahili",0.000561797752808989,4,9
"480","zinazostahili",1,13,"Swahili",0.000561797752808989,6,9
"481","Pia",1,3,"Swahili",0.000561797752808989,4,9
"482","likizo",1,6,"Swahili",0.000561797752808989,6,9
"483","vi",1,2,"Swahili",0.000561797752808989,9,9
"484","pindi",1,5,"Swahili",0.000561797752808989,10,9
"485","kupokea",1,7,"Swahili",0.000561797752808989,3,9
"486","vile",1,4,"Swahili",0.000561797752808989,8,9
"487","angekuwa",1,8,"Swahili",0.000561797752808989,2,9
"488","kazini",1,6,"Swahili",0.000561797752808989,7,9
"489","chakul",1,6,"Swahili",0.000561797752808989,7,9
"490","mavazi",1,6,"Swahili",0.000561797752808989,6,9
"491","nyumba",1,6,"Swahili",0.000561797752808989,7,9
"492","matibabu",1,8,"Swahili",0.000561797752808989,10,9
"493","hifadhi",1,7,"Swahili",0.000561797752808989,11,9
"494","ugonjwa",1,7,"Swahili",0.000561797752808989,6,9
"495","kutoji",1,6,"Swahili",0.000561797752808989,10,9
"496","weza",1,4,"Swahili",0.000561797752808989,9,9
"497","ujane",1,5,"Swahili",0.000561797752808989,4,9
"498","uzee",1,4,"Swahili",0.000561797752808989,8,9
"499","anapokosa",1,9,"Swahili",0.000561797752808989,9,9
"500","ridhiki",1,7,"Swahili",0.000561797752808989,8,9
"501","kutoweza",1,8,"Swahili",0.000561797752808989,6,10
"502","kujisaidia",1,10,"Swahili",0.000561797752808989,12,10
"503","akina",1,5,"Swahili",0.000561797752808989,6,10
"504","mama",1,4,"Swahili",0.000561797752808989,6,10
"505","kupewa",1,6,"Swahili",0.000561797752808989,6,10
"506","maalum",1,6,"Swahili",0.000561797752808989,4,10
"507","Watoto",1,6,"Swahili",0.000561797752808989,6,10
"508","wawe",1,4,"Swahili",0.000561797752808989,14,10
"509","tika",1,4,"Swahili",0.000561797752808989,3,10
"510","ama",1,3,"Swahili",0.000561797752808989,3,10
"511","watunzwe",1,8,"Swahili",0.000561797752808989,14,10
"512","kuelimishwa",1,11,"Swahili",0.000561797752808989,6,10
"513","bure",1,4,"Swahili",0.000561797752808989,10,10
"514","hasa",1,4,"Swahili",0.000561797752808989,12,10
"515","madarasa",1,8,"Swahili",0.000561797752808989,7,10
"516","masarasa",1,8,"Swahili",0.000561797752808989,10,10
"517","ihudhuriwe",1,10,"Swahili",0.000561797752808989,8,10
"518","ufundi",1,6,"Swahili",0.000561797752808989,5,10
"519","madhumuni",1,9,"Swahili",0.000561797752808989,5,10
"520","shabaha",1,7,"Swahili",0.000561797752808989,6,10
"521","ikuze",1,5,"Swahili",0.000561797752808989,5,10
"522","kueleana",1,8,"Swahili",0.000561797752808989,4,10
"523","kuvumiliana",1,11,"Swahili",0.000561797752808989,3,10
"524","urafiki",1,7,"Swahili",0.000561797752808989,6,10
"525","Kadhalika",1,9,"Swahili",0.000561797752808989,13,10
"526","iendeleze",1,9,"Swahili",0.000561797752808989,10,10
"527","shughuli",1,8,"Swahili",0.000561797752808989,9,10
"528","kudumisha",1,9,"Swahili",0.000561797752808989,9,10
"529","wazazi",1,6,"Swahili",0.000561797752808989,4,10
"530","aina",1,4,"Swahili",0.000561797752808989,6,10
"531","kufunzwa",1,8,"Swahili",0.000561797752808989,9,10
"532","utamaduni",1,9,"Swahili",0.000561797752808989,11,10
"533","kufurahia",1,9,"Swahili",0.000561797752808989,12,10
"534","faida",1,5,"Swahili",0.000561797752808989,6,10
"535","nayo",1,4,"Swahili",0.000561797752808989,12,10
"536","kw",1,2,"Swahili",0.000561797752808989,7,10
"537","aliyoandika",1,11,"Swahili",0.000561797752808989,4,10
"538","aliyochora",1,10,"Swahili",0.000561797752808989,7,11
"539","aliyogundua",1,11,"Swahili",0.000561797752808989,8,11
"540","alindwe",1,7,"Swahili",0.000561797752808989,5,11
"541","taratibu",1,8,"Swahili",0.000561797752808989,5,11
"542","k",1,1,"Swahili",0.000561797752808989,8,11
"543","anuni",1,5,"Swahili",0.000561797752808989,10,11
"544","zinazohusu",1,10,"Swahili",0.000561797752808989,4,11
"545","mbalimbali",1,10,"Swahili",0.000561797752808989,5,11
"546","ndani",1,5,"Swahili",0.000561797752808989,8,11
"547","zinaweza",1,8,"Swahili",0.000561797752808989,10,11
"548","kuhifadh",1,8,"Swahili",0.000561797752808989,1,11
"549","iwa",1,3,"Swahili",0.000561797752808989,5,11
"550","ja",1,2,"Swahili",0.000561797752808989,4,11
"551","mii",1,3,"Swahili",0.000561797752808989,10,11
"552","yanaweza",1,8,"Swahili",0.000561797752808989,2,11
"553","kupatikana",1,10,"Swahili",0.000561797752808989,5,11
"554","kutumia",1,7,"Swahili",0.000561797752808989,11,11
"555","itambidi",1,8,"Swahili",0.000561797752808989,9,11
"556","kufuata",1,7,"Swahili",0.000561797752808989,6,11
"557","zile",1,4,"Swahili",0.000561797752808989,6,11
"558","zilizowekwa",1,11,"Swahili",0.000561797752808989,5,11
"559","inayotakiwa",1,11,"Swahili",0.000561797752808989,4,12
"560","kuhifadhi",1,9,"Swahili",0.000561797752808989,8,12
"561","usalama",1,7,"Swahili",0.000561797752808989,5,12
"562","njema",1,5,"Swahili",0.000561797752808989,6,12
"563","kidemokrasi",1,11,"Swahili",0.000561797752808989,8,12
"564","kamwe",1,5,"Swahili",0.000561797752808989,6,12
"565","visitumiwe",1,10,"Swahili",0.000561797752808989,9,12
"566","kinyume",1,7,"Swahili",0.000561797752808989,4,12
"567","Hakuna",1,6,"Swahili",0.000561797752808989,5,12
"568","maneno",1,6,"Swahili",0.000561797752808989,8,12
"569","yanayoweza",1,10,"Swahili",0.000561797752808989,7,13
"570","kubashiriwa",1,11,"Swahili",0.000561797752808989,5,13
"571","yanaruhusu",1,10,"Swahili",0.000561797752808989,9,13
"572","kikundi",1,7,"Swahili",0.000561797752808989,4,13
"573","kushughulika",1,12,"Swahili",0.000561797752808989,10,13
"574","ambal",1,5,"Swahili",0.000561797752808989,5,13
"575","o",1,1,"Swahili",0.000561797752808989,2,13
"576","nia",1,3,"Swahili",0.000561797752808989,5,14
"577","kuharibu",1,8,"Swahili",0.000561797752808989,6,14
"578","humu",1,4,"Swahili",0.000561797752808989,9,15
