"family","type","count","length","lang","relative_frequency","random_baseline","min_baseline"
"Indo-European","krajowym",1,8,"Polish",0.000659195781147001,13,7
"Indo-European","międzynarodowym",1,15,"Polish",0.000659195781147001,15,7
"Indo-European","skuteczne",1,9,"Polish",0.000659195781147001,8,7
"Indo-European","stosowanie",1,10,"Polish",0.000659195781147001,9,7
"Indo-European","tej",1,3,"Polish",0.000659195781147001,6,7
"Indo-European","państw",1,6,"Polish",0.000659195781147001,9,7
"Indo-European","członkowskich",1,13,"Polish",0.000659195781147001,14,7
"Indo-European","zamieszkujących",1,15,"Polish",0.000659195781147001,8,7
"Indo-European","obszary",1,7,"Polish",0.000659195781147001,13,7
"Indo-European","podległe",1,8,"Polish",0.000659195781147001,7,7
"Indo-European","rodzą",1,5,"Polish",0.000659195781147001,10,7
"Indo-European","wolni",1,5,"Polish",0.000659195781147001,12,7
"Indo-European","d",1,1,"Polish",0.000659195781147001,6,7
"Indo-European","względem",1,8,"Polish",0.000659195781147001,6,7
"Indo-European","obdarzeni",1,9,"Polish",0.000659195781147001,8,7
"Indo-European","rozumem",1,7,"Polish",0.000659195781147001,4,7
"Indo-European","powinni",1,7,"Polish",0.000659195781147001,3,7
"Indo-European","postępować",1,10,"Polish",0.000659195781147001,5,7
"Indo-European","duchu",1,5,"Polish",0.000659195781147001,11,7
"Indo-European","braterstwa",1,10,"Polish",0.000659195781147001,9,7
"Indo-European","posiada",1,7,"Polish",0.000659195781147001,14,7
"Indo-European","koloru",1,6,"Polish",0.000659195781147001,1,7
"Indo-European","płci",1,4,"Polish",0.000659195781147001,10,7
"Indo-European","języka",1,6,"Polish",0.000659195781147001,7,7
"Indo-European","politycznych",1,12,"Polish",0.000659195781147001,11,7
"Indo-European","pochodzenia",1,11,"Polish",0.000659195781147001,7,7
"Indo-European","majątk",1,6,"Polish",0.000659195781147001,11,7
"Indo-European","urodzenia",1,9,"Polish",0.000659195781147001,6,7
"Indo-European","innego",1,6,"Polish",0.000659195781147001,5,7
"Indo-European","stanu",1,5,"Polish",0.000659195781147001,6,7
"Indo-European","ponadto",1,7,"Polish",0.000659195781147001,11,7
"Indo-European","żadnej",1,6,"Polish",0.000659195781147001,6,7
"Indo-European","sytuacji",1,8,"Polish",0.000659195781147001,11,7
"Indo-European","politycznej",1,11,"Polish",0.000659195781147001,6,7
"Indo-European","międzynarodowej",1,15,"Polish",0.000659195781147001,6,7
"Indo-European","obszaru",1,7,"Polish",0.000659195781147001,10,7
"Indo-European","dana",1,4,"Polish",0.000659195781147001,7,7
"Indo-European","osoba",1,5,"Polish",0.000659195781147001,1,7
"Indo-European","przynależy",1,10,"Polish",0.000659195781147001,11,7
"Indo-European","dany",1,4,"Polish",0.000659195781147001,2,7
"Indo-European","obszar",1,6,"Polish",0.000659195781147001,5,7
"Indo-European","epodległy",1,9,"Polish",0.000659195781147001,10,7
"Indo-European","systemowi",1,9,"Polish",0.000659195781147001,2,7
"Indo-European","powiernictwa",1,12,"Polish",0.000659195781147001,5,7
"Indo-European","rządzi",1,6,"Polish",0.000659195781147001,9,7
"Indo-European","samodzielnie",1,12,"Polish",0.000659195781147001,8,7
"Indo-European","ograniczony",1,11,"Polish",0.000659195781147001,11,7
"Indo-European","niepodległości",1,14,"Polish",0.000659195781147001,6,7
"Indo-European","bezpieczeństwa",1,14,"Polish",0.000659195781147001,6,7
"Indo-European","osoby",1,5,"Polish",0.000659195781147001,4,7
"Indo-European","niewol",1,6,"Polish",0.000659195781147001,4,7
"Indo-European","nikiem",1,6,"Polish",0.000659195781147001,4,7
"Indo-European","nakładać",1,8,"Polish",0.000659195781147001,7,7
"Indo-European","służebności",1,11,"Polish",0.000659195781147001,12,8
"Indo-European","niewolnictwo",1,12,"Polish",0.000659195781147001,6,8
"Indo-European","handel",1,6,"Polish",0.000659195781147001,9,8
"Indo-European","niewolnikami",1,12,"Polish",0.000659195781147001,4,8
"Indo-European","zakazane",1,8,"Polish",0.000659195781147001,5,8
"Indo-European","postaciach",1,10,"Polish",0.000659195781147001,7,8
"Indo-European","torturować",1,10,"Polish",0.000659195781147001,12,8
"Indo-European","karać",1,5,"Polish",0.000659195781147001,5,8
"Indo-European","traktować",1,9,"Polish",0.000659195781147001,11,8
"Indo-European","okrutny",1,7,"Polish",0.000659195781147001,14,8
"Indo-European","nieludzki",1,9,"Polish",0.000659195781147001,8,8
"Indo-European","poniżający",1,10,"Polish",0.000659195781147001,5,8
"Indo-European","uznawania",1,9,"Polish",0.000659195781147001,7,8
"Indo-European","wszędzie",1,8,"Polish",0.000659195781147001,12,8
"Indo-European","jakąkolwiek",1,11,"Polish",0.000659195781147001,10,8
"Indo-European","dyskryminacją",1,13,"Polish",0.000659195781147001,12,8
"Indo-European","będącą",1,6,"Polish",0.000659195781147001,9,8
"Indo-European","m",1,1,"Polish",0.000659195781147001,7,8
"Indo-European","jakimkolwiek",1,12,"Polish",0.000659195781147001,8,8
"Indo-European","narażeniem",1,10,"Polish",0.000659195781147001,2,8
"Indo-European","taką",1,4,"Polish",0.000659195781147001,5,8
"Indo-European","dyskryminację",1,13,"Polish",0.000659195781147001,6,8
"Indo-European","skutecznego",1,11,"Polish",0.000659195781147001,8,8
"Indo-European","odwoływania",1,11,"Polish",0.000659195781147001,6,8
"Indo-European","kompetentnych",1,13,"Polish",0.000659195781147001,9,8
"Indo-European","sądów",1,5,"Polish",0.000659195781147001,7,8
"Indo-European","krajowych",1,9,"Polish",0.000659195781147001,7,8
"Indo-European","czynom",1,6,"Polish",0.000659195781147001,4,8
"Indo-European","stanowiącym",1,11,"Polish",0.000659195781147001,8,8
"Indo-European","przyznanych",1,11,"Polish",0.000659195781147001,8,8
"Indo-European","konstytucję",1,11,"Polish",0.000659195781147001,2,8
"Indo-European","aresztować",1,10,"Polish",0.000659195781147001,5,8
"Indo-European","zatrzymać",1,9,"Polish",0.000659195781147001,7,8
"Indo-European","wygnać",1,6,"Polish",0.000659195781147001,5,8
"Indo-European","warunkach",1,9,"Polish",0.000659195781147001,3,8
"Indo-European","całkowitej",1,10,"Polish",0.000659195781147001,7,8
"Indo-European","przy",1,4,"Polish",0.000659195781147001,3,8
"Indo-European","rozstrzyganiu",1,13,"Polish",0.000659195781147001,6,8
"Indo-European","prawach",1,7,"Polish",0.000659195781147001,9,8
"Indo-European","zobowiązaniach",1,14,"Polish",0.000659195781147001,14,8
"Indo-European","zasadności",1,10,"Polish",0.000659195781147001,4,8
"Indo-European","wysuwanego",1,10,"Polish",0.000659195781147001,17,8
"Indo-European","niemu",1,5,"Polish",0.000659195781147001,4,8
"Indo-European","oskarżenia",1,10,"Polish",0.000659195781147001,10,8
"Indo-European","słuchanym",1,9,"Polish",0.000659195781147001,8,8
"Indo-European","sprawiedliwie",1,13,"Polish",0.000659195781147001,4,8
"Indo-European","bezstronny",1,10,"Polish",0.000659195781147001,12,8
"Indo-European","sąd",1,3,"Polish",0.000659195781147001,6,8
"Indo-European","oskarżony",1,9,"Polish",0.000659195781147001,1,8
"Indo-European","przestjpstwa",1,12,"Polish",0.000659195781147001,5,8
"Indo-European","uznawano",1,8,"Polish",0.000659195781147001,13,8
"Indo-European","go",1,2,"Polish",0.000659195781147001,5,8
"Indo-European","niewinnego",1,10,"Polish",0.000659195781147001,8,8
"Indo-European","dopóty",1,6,"Polish",0.000659195781147001,13,8
"Indo-European","dopóki",1,6,"Polish",0.000659195781147001,13,8
"Indo-European","udowodni",1,8,"Polish",0.000659195781147001,7,8
"Indo-European","winy",1,4,"Polish",0.000659195781147001,6,8
"Indo-European","prawem",1,6,"Polish",0.000659195781147001,6,8
"Indo-European","procesu",1,7,"Polish",0.000659195781147001,4,8
"Indo-European","zapewniono",1,10,"Polish",0.000659195781147001,7,8
"Indo-European","środki",1,6,"Polish",0.000659195781147001,12,8
"Indo-European","obrony",1,6,"Polish",0.000659195781147001,14,8
"Indo-European","nikt",1,4,"Polish",0.000659195781147001,6,8
"Indo-European","skazany",1,7,"Polish",0.000659195781147001,4,8
"Indo-European","przestępstwo",1,12,"Polish",0.000659195781147001,6,8
"Indo-European","działania",1,9,"Polish",0.000659195781147001,6,8
"Indo-European","zaniechania",1,11,"Polish",0.000659195781147001,2,8
"Indo-European","e",1,1,"Polish",0.000659195781147001,3,8
"Indo-European","stanowiącego",1,12,"Polish",0.000659195781147001,7,8
"Indo-European","dokonania",1,9,"Polish",0.000659195781147001,11,8
"Indo-European","według",1,6,"Polish",0.000659195781147001,2,8
"Indo-European","krajowego",1,9,"Polish",0.000659195781147001,3,9
"Indo-European","także",1,5,"Polish",0.000659195781147001,10,9
"Indo-European","wymierzać",1,9,"Polish",0.000659195781147001,9,9
"Indo-European","kary",1,4,"Polish",0.000659195781147001,14,9
"Indo-European","wyższej",1,7,"Polish",0.000659195781147001,14,9
"Indo-European","niż",1,3,"Polish",0.000659195781147001,10,9
"Indo-European","która",1,5,"Polish",0.000659195781147001,7,9
"Indo-European","była",1,4,"Polish",0.000659195781147001,9,9
"Indo-European","przewidziana",1,12,"Polish",0.000659195781147001,10,9
"Indo-European","ingerować",1,9,"Polish",0.000659195781147001,7,9
