"","family","type","count","length","lang","relative_frequency","random_baseline","min_baseline"
"129","Turkic","da",3,2,"Turkish",0.00168350168350168,3,3
"130","Turkic","evrensel",2,8,"Turkish",0.00112233445566779,7,3
"131","Turkic","bulunan",2,7,"Turkish",0.00112233445566779,10,3
"132","Turkic","eşit",2,4,"Turkish",0.00112233445566779,4,3
"133","Turkic","tanı",2,4,"Turkish",0.00112233445566779,7,3
"134","Turkic","insanlar",2,8,"Turkish",0.00112233445566779,6,3
"135","Turkic","ürriyetlerine",2,13,"Turkish",0.00112233445566779,5,3
"136","Turkic","üksek",2,5,"Turkish",0.00112233445566779,2,3
"137","Turkic","ama",2,3,"Turkish",0.00112233445566779,2,3
"138","Turkic","zul",2,3,"Turkish",0.00112233445566779,6,3
"139","Turkic","üm",2,2,"Turkish",0.00112233445566779,7,3
"140","Turkic","son",2,3,"Turkish",0.00112233445566779,6,3
"141","Turkic","için",2,4,"Turkish",0.00112233445566779,9,3
"142","Turkic","hukuk",2,5,"Turkish",0.00112233445566779,8,3
"143","Turkic","korunmas",2,8,"Turkish",0.00112233445566779,9,3
"144","Turkic","zaruret",2,7,"Turkish",0.00112233445566779,10,3
"145","Turkic","teşvik",2,6,"Turkish",0.00112233445566779,8,3
"146","Turkic","birleşmi",2,8,"Turkish",0.00112233445566779,10,3
"147","Turkic","halklar",2,7,"Turkish",0.00112233445566779,4,3
"148","Turkic","olmaları",2,8,"Turkish",0.00112233445566779,6,4
"149","Turkic","ürriyet",2,7,"Turkish",0.00112233445566779,1,4
"150","Turkic","şartlar",2,7,"Turkish",0.00112233445566779,9,4
"151","Turkic","kurmaya",2,7,"Turkish",0.00112233445566779,10,4
"152","Turkic","üye",2,3,"Turkish",0.00112233445566779,7,4
"153","Turkic","devletlerin",2,11,"Turkish",0.00112233445566779,9,4
"154","Turkic","Milletler",2,9,"Turkish",0.00112233445566779,7,4
"155","Turkic","te",2,2,"Turkish",0.00112233445566779,7,4
"156","Turkic","işbirli",2,7,"Turkish",0.00112233445566779,14,4
"157","Turkic","çekten",2,6,"Turkish",0.00112233445566779,15,4
